Date,Description,Amount,Category,Account
2025-06-25,Payroll deposit,-109.6,Salary,Savings
2025-06-25,Restaurant dining,-390.63,Entertainment,Checking
2025-06-25,Convenience store purchase,132.25,Groceries,Savings
2025-06-25,Amusement park visit,-464.02,Entertainment,Credit Card
2025-06-25,Water utility payment,-293.83,Unspecified,Credit Card
2025-06-25,Payroll deposit,-52.77,Salary,Credit Card
2025-06-25,Streaming service subscription,-68.93,Entertainment,Credit Card
2025-06-25,Amusement park visit,329.56,Entertainment,Savings
2025-06-25,Convenience store purchase,282.76,Groceries,Savings
2025-06-25,Internet service bill,-442.83,Utilities,Savings
2025-06-25,Grocery store purchase,404.78,Unspecified,Credit Card
2025-06-25,Freelance income,-401.54,Unspecified,Savings
2025-06-25,Landlord payment,293.74,Rent,Credit Card
2025-06-25,Salary payment,-14928.0,Salary,Savings
2025-06-25,Monthly rent payment,-100.09,Rent,Credit Card
2025-06-25,Payroll deposit,-52.68,Unspecified,Credit Card
2025-06-25,Monthly rent payment,301.23,Rent,Unspecified
2025-06-25,Convenience store purchase,218.38,Groceries,Savings
2025-06-25,Amusement park visit,-237.6,Unspecified,Checking
2025-06-25,Supermarket shopping,-10.09,Groceries,Credit Card
2025-06-25,Employer paycheck,46849.0,Unspecified,Unspecified
2025-06-25,Concert ticket purchase,364.35,Entertainment,Savings
2025-06-25,Freelance income,-281.59,Salary,Checking
2025-06-25,Monthly rent payment,122.77,Rent,Checking
2025-06-25,Weekly grocery run,-94.31,Groceries,Checking
2025-06-25,Unspecified,-37.55,Unspecified,Checking
2025-06-25,Rental fee,-144.6,Rent,Credit Card
2025-06-25,Food market transaction,-463.61,Groceries,Checking
2025-06-25,Phone bill payment,28.21,Unspecified,Credit Card
2025-06-25,Unspecified,203.23,Groceries,Credit Card
2025-06-25,Concert ticket purchase,-258.21,Rent,Checking
2025-06-25,Monthly rent payment,-154.28,Unspecified,Credit Card
2025-06-25,Supermarket shopping,-249.75,Groceries,Credit Card
2025-06-25,Phone bill payment,465.0,Utilities,Checking
2025-06-25,Supermarket shopping,-165.83,Groceries,Checking
2025-06-25,Restaurant dining,-348.74,Entertainment,Credit Card
2025-06-25,Grocery store purchase,402.87,Groceries,Credit Card
2025-06-25,Housing rent transfer,-416.5,Rent,Savings
2025-06-25,Restaurant dining,-169.28,Entertainment,Checking
2025-06-25,Restaurant dining,-98.75,Unspecified,Credit Card
2025-06-25,Rental fee,-87.92,Rent,Credit Card
2025-06-25,Employer paycheck,28.26,Salary,Credit Card
2025-06-25,Employer paycheck,316.14,Salary,Checking
2025-06-25,Food market transaction,100.06,Groceries,Credit Card
2025-06-25,Gas bill payment,-416.38,Unspecified,Credit Card
2025-06-25,Freelance income,486.24,Salary,Savings
2025-06-25,Streaming service subscription,-166.04,Entertainment,Credit Card
2025-06-25,Weekly grocery run,16294.0,Groceries,Savings
2025-06-25,Food market transaction,306.67,Unspecified,Checking
2025-06-25,Wages direct deposit,49179.0,Unspecified,Savings
2025-06-25,Housing rent transfer,250.0,Rent,Credit Card
2025-06-25,Weekly grocery run,493.45,Groceries,Unspecified
2025-06-25,Internet service bill,167.24,Utilities,Savings
2025-06-25,Supermarket shopping,98.5,Groceries,Savings
2025-06-25,Landlord payment,101.94,Rent,Checking
2025-06-25,Rental fee,-481.32,Rent,Checking
2025-06-25,Housing rent transfer,-32.18,Rent,Unspecified
2025-06-25,Salary payment,-176.69,Salary,Savings
2025-06-25,Employer paycheck,97.18,Salary,Checking
2025-06-25,Freelance income,-293.49,Salary,Savings
2025-06-25,Weekly grocery run,423.04,Groceries,Savings
2025-06-25,Freelance income,159.64,Salary,Savings
2025-06-25,Restaurant dining,74.91,Entertainment,Savings
2025-06-25,Weekly grocery run,379.6,Groceries,Savings
2025-06-25,Wages direct deposit,16.69,Salary,Checking
2025-06-25,Apartment lease payment,438.83,Rent,Savings
2025-06-25,Restaurant dining,-414.0,Entertainment,Savings
2025-06-25,Weekly grocery run,239.29,Groceries,Checking
2025-06-25,Housing rent transfer,271.38,Rent,Savings
2025-06-25,Concert ticket purchase,-9.27,Entertainment,Checking
2025-06-25,Internet service bill,378.0,Utilities,Checking
2025-06-25,Weekly grocery run,-209.54,Groceries,Credit Card
2025-06-25,Housing rent transfer,103.79,Rent,Credit Card
2025-06-25,Wages direct deposit,-356.0,Salary,Checking
2025-06-25,Streaming service subscription,-166.04,Entertainment,Credit Card
2025-06-25,Water utility payment,457.0,Utilities,Credit Card
2025-06-25,Gas bill payment,-157.91,Utilities,Checking
2025-06-25,Salary payment,-308.0,Salary,Credit Card
2025-06-25,Unspecified,-249.55,Unspecified,Savings
2025-06-25,Payroll deposit,-146.63,Salary,Checking
2025-06-25,Landlord payment,120.51,Unspecified,Credit Card
2025-06-25,Apartment lease payment,8.9,Rent,Credit Card
2025-06-25,Convenience store purchase,290.4,Groceries,Savings
2025-06-25,Internet service bill,132.15,Utilities,Savings
2025-06-25,Phone bill payment,140.83,Utilities,Savings
2025-06-25,Food market transaction,-463.61,Groceries,Checking
2025-06-25,Monthly rent payment,-143.02,Unspecified,Credit Card
2025-06-25,Salary payment,326.26,Salary,Credit Card
2025-06-25,Monthly rent payment,-411.32,Rent,Checking
2025-06-25,Food market transaction,283.35,Groceries,Checking
2025-06-25,Grocery store purchase,404.78,Unspecified,Credit Card
2025-06-25,Rental fee,-303.92,Rent,Credit Card
2025-06-25,Housing rent transfer,-157.0,Rent,Checking
2025-06-25,Employer paycheck,134.0,Salary,Credit Card
2025-06-25,Unspecified,493.19,Rent,Credit Card
2025-06-25,Wages direct deposit,48.72,Salary,Savings
2025-06-25,Landlord payment,412.22,Rent,Credit Card
2025-06-25,Electricity bill payment,-23.03,Utilities,Checking
2025-06-25,Gas bill payment,196.15,Utilities,Savings
2025-06-25,Freelance income,-415.6,Salary,Checking
2025-06-26,Salary payment,-57.66,Salary,Credit Card
2025-06-26,Weekly grocery run,-155.14,Unspecified,Credit Card
2025-06-26,Housing rent transfer,-81.08,Rent,Credit Card
2025-06-26,Apartment lease payment,151.28,Rent,Savings
2025-06-26,Concert ticket purchase,428.0,Entertainment,Unspecified
2025-06-26,Rental fee,467.98,Rent,Credit Card
2025-06-26,Payroll deposit,132.38,Salary,Credit Card
2025-06-26,Water utility payment,194.0,Utilities,Checking
2025-06-26,Wages direct deposit,-43.05,Unspecified,Credit Card
2025-06-26,Restaurant dining,328.83,Entertainment,Checking
2025-06-26,Rental fee,467.98,Rent,Credit Card
2025-06-26,Water utility payment,-198.52,Unspecified,Checking
2025-06-26,Apartment lease payment,-113.0,Rent,Unspecified
2025-06-26,Monthly rent payment,297.46,Rent,Savings
2025-06-26,Apartment lease payment,99.79,Rent,Credit Card
2025-06-26,Rental fee,-57.16,Unspecified,Checking
2025-06-26,Unspecified,-105.57,Groceries,Checking
2025-06-26,Food market transaction,285.51,Groceries,Checking
2025-06-26,Housing rent transfer,-73.65,Rent,Savings
2025-06-26,Convenience store purchase,170.9,Groceries,Credit Card
2025-06-26,Wages direct deposit,-289.2,Salary,Checking
2025-06-26,Landlord payment,-3676.0,Rent,Savings
2025-06-26,Food market transaction,285.51,Groceries,Checking
2025-06-26,Housing rent transfer,385.22,Unspecified,Savings
2025-06-26,Unspecified,319.8,Utilities,Savings
2025-06-26,Grocery store purchase,-3661.0,Groceries,Checking
2025-06-26,Food market transaction,-168.55,Groceries,Savings
2025-06-26,Movie theater tickets,-283.76,Entertainment,Savings
2025-06-26,Freelance income,234.27,Salary,Credit Card
2025-06-26,Employer paycheck,-288.36,Salary,Credit Card
2025-06-26,Movie theater tickets,-152.0,Entertainment,Credit Card
2025-06-26,Landlord payment,302.45,Rent,Savings
2025-06-26,Payroll deposit,-70.0,Salary,Checking
2025-06-26,Freelance income,276.91,Salary,Checking
2025-06-26,Gas bill payment,362.93,Unspecified,Savings
2025-06-26,Apartment lease payment,329.22,Rent,Checking
2025-06-26,Apartment lease payment,-439.0,Rent,Savings
2025-06-26,Restaurant dining,447.48,Entertainment,Credit Card
2025-06-26,Grocery store purchase,367.02,Groceries,Credit Card
2025-06-26,Apartment lease payment,-331.68,Rent,Credit Card
2025-06-26,Movie theater tickets,-387.51,Entertainment,Savings
2025-06-26,Electricity bill payment,265.97,Unspecified,Savings
2025-06-26,Rental fee,-117.69,Rent,Checking
2025-06-26,Housing rent transfer,-135.52,Rent,Credit Card
2025-06-26,Gas bill payment,-283.85,Utilities,Credit Card
2025-06-26,Rental fee,-134.36,Rent,Credit Card
2025-06-26,Supermarket shopping,-127.07,Groceries,Checking
2025-06-26,Food market transaction,-111.87,Groceries,Checking
2025-06-26,Supermarket shopping,-473.0,Groceries,Savings
2025-06-26,Apartment lease payment,-371.49,Rent,Checking
2025-06-26,Convenience store purchase,-408.7,Groceries,Checking
2025-06-26,Apartment lease payment,-72.32,Rent,Checking
2025-06-26,Housing rent transfer,494.0,Rent,Savings
2025-06-26,Housing rent transfer,-398.83,Rent,Credit Card
2025-06-26,Unspecified,246.34,Rent,Savings
2025-06-26,Food market transaction,41.0,Groceries,Credit Card
2025-06-26,Salary payment,-323.6,Salary,Checking
2025-06-26,Gas bill payment,181.31,Utilities,Credit Card
2025-06-26,Phone bill payment,-97.39,Utilities,Credit Card
2025-06-26,Housing rent transfer,-104.68,Rent,Savings
2025-06-26,Housing rent transfer,5.33,Rent,Checking
2025-06-26,Payroll deposit,90.93,Salary,Checking
2025-06-26,Monthly rent payment,4.58,Rent,Credit Card
2025-06-26,Internet service bill,334.0,Utilities,Savings
2025-06-26,Housing rent transfer,385.22,Unspecified,Savings
2025-06-26,Employer paycheck,-333.49,Salary,Credit Card
2025-06-26,Food market transaction,14.89,Groceries,Unspecified
2025-06-26,Housing rent transfer,372.96,Rent,Checking
2025-06-26,Weekly grocery run,314.01,Unspecified,Savings
2025-06-26,Internet service bill,-21.11,Unspecified,Savings
2025-06-26,Convenience store purchase,397.73,Unspecified,Checking
2025-06-26,Wages direct deposit,-270.04,Salary,Savings
2025-06-26,Streaming service subscription,-45322.0,Rent,Credit Card
2025-06-26,Apartment lease payment,89.0,Rent,Savings
2025-06-26,Electricity bill payment,7.5,Utilities,Credit Card
2025-06-26,Landlord payment,302.45,Rent,Savings
2025-06-26,Salary payment,-266.19,Salary,Savings
2025-06-26,Landlord payment,-153.82,Rent,Savings
2025-06-26,Apartment lease payment,21.29,Rent,Savings
2025-06-26,Streaming service subscription,-34.0,Entertainment,Checking
2025-06-26,Housing rent transfer,-104.68,Rent,Savings
2025-06-26,Unspecified,-126.44,Entertainment,Credit Card
2025-06-26,Weekly grocery run,124.81,Groceries,Credit Card
2025-06-26,Weekly grocery run,124.81,Groceries,Credit Card
2025-06-26,Streaming service subscription,-77.0,Entertainment,Checking
2025-06-26,Convenience store purchase,-489.43,Unspecified,Savings
2025-06-26,Restaurant dining,219.11,Entertainment,Savings
2025-06-26,Concert ticket purchase,-223.96,Entertainment,Savings
2025-06-26,Wages direct deposit,377.33,Salary,Checking
2025-06-26,Gas bill payment,39679.0,Utilities,Credit Card
2025-06-26,Housing rent transfer,-396.72,Rent,Credit Card
2025-06-26,Housing rent transfer,-239.45,Rent,Savings
2025-06-26,Gas bill payment,203.1,Utilities,Credit Card
2025-06-26,Rental fee,323.37,Rent,Unspecified
2025-06-26,Food market transaction,230.27,Groceries,Credit Card
2025-06-26,Payroll deposit,-131.64,Salary,Credit Card
2025-06-26,Movie theater tickets,229.48,Entertainment,Savings
2025-06-26,Amusement park visit,-324.0,Unspecified,Checking
2025-06-26,Landlord payment,0.85,Rent,Savings
2025-06-26,Freelance income,173.16,Salary,Checking
2025-06-26,Phone bill payment,181.0,Utilities,Checking
2025-06-26,Concert ticket purchase,-12199.0,Entertainment,Savings
2025-06-26,Phone bill payment,167.0,Unspecified,Credit Card
2025-06-26,Gas bill payment,492.14,Unspecified,Checking
2025-06-26,Weekly grocery run,-437.88,Groceries,Savings
2025-06-26,Monthly rent payment,-207.04,Rent,Checking
2025-06-26,Grocery store purchase,244.64,Groceries,Checking
2025-06-26,Weekly grocery run,297.99,Groceries,Credit Card
2025-06-26,Concert ticket purchase,-407.21,Entertainment,Savings
2025-06-26,Housing rent transfer,-165.48,Rent,Credit Card
2025-06-26,Convenience store purchase,135.02,Groceries,Savings
2025-06-26,Restaurant dining,-413.77,Entertainment,Credit Card
2025-06-26,Freelance income,132.34,Salary,Checking
2025-06-26,Freelance income,-420.53,Salary,Credit Card
2025-06-26,Grocery store purchase,-55.62,Groceries,Credit Card
2025-06-26,Grocery store purchase,-101.27,Groceries,Credit Card
2025-06-26,Freelance income,-326.0,Salary,Checking
2025-06-26,Supermarket shopping,-127.07,Groceries,Checking
2025-06-26,Landlord payment,-317.0,Rent,Checking
2025-06-26,Electricity bill payment,-21121.0,Utilities,Credit Card
2025-06-26,Internet service bill,-8.0,Utilities,Unspecified
2025-06-26,Gas bill payment,-31.78,Utilities,Credit Card
2025-06-26,Unspecified,-86.07,Rent,Credit Card
2025-06-26,Unspecified,-13.69,Entertainment,Savings
2025-06-26,Weekly grocery run,251.98,Unspecified,Checking
2025-06-26,Unspecified,-82.01,Salary,Credit Card
2025-06-26,Restaurant dining,235.78,Entertainment,Credit Card
2025-06-26,Convenience store purchase,-489.43,Unspecified,Savings
2025-06-26,Grocery store purchase,-216.73,Groceries,Checking
2025-06-26,Water utility payment,-435.76,Utilities,Savings
2025-06-26,Food market transaction,174.96,Unspecified,Savings
2025-06-26,Rental fee,-47.38,Unspecified,Credit Card
2025-06-26,Apartment lease payment,76.85,Rent,Credit Card
2025-06-26,Electricity bill payment,-9695.0,Utilities,Credit Card
2025-06-26,Weekly grocery run,-12504.0,Groceries,Savings
2025-06-26,Restaurant dining,408.06,Entertainment,Credit Card
2025-06-26,Electricity bill payment,-186.13,Utilities,Credit Card
2025-06-26,Streaming service subscription,497.28,Entertainment,Savings
2025-06-26,Convenience store purchase,-427.84,Groceries,Savings
2025-06-26,Payroll deposit,-253.26,Unspecified,Checking
2025-06-26,Wages direct deposit,-69.38,Salary,Credit Card
2025-06-26,Unspecified,254.68,Entertainment,Checking
2025-06-26,Grocery store purchase,-328.47,Groceries,Credit Card
2025-06-26,Weekly grocery run,219.0,Unspecified,Savings
2025-06-26,Supermarket shopping,-11.11,Groceries,Checking
2025-06-26,Wages direct deposit,-374.98,Salary,Credit Card
2025-06-26,Housing rent transfer,-179.21,Rent,Credit Card
2025-06-26,Landlord payment,214.54,Rent,Checking
2025-06-26,Landlord payment,171.97,Rent,Savings
2025-06-26,Phone bill payment,-31978.0,Unspecified,Savings
2025-06-26,Grocery store purchase,-335.0,Groceries,Checking
2025-06-26,Convenience store purchase,153.92,Groceries,Credit Card
2025-06-26,Amusement park visit,-360.68,Rent,Checking
2025-06-26,Concert ticket purchase,70.65,Entertainment,Checking
2025-06-26,Electricity bill payment,-201.45,Utilities,Savings
2025-06-26,Internet service bill,-80.09,Utilities,Savings
2025-06-26,Housing rent transfer,453.8,Unspecified,Savings
2025-06-26,Gas bill payment,-283.85,Utilities,Credit Card
2025-06-26,Convenience store purchase,145.0,Groceries,Checking
2025-06-26,Weekly grocery run,-299.45,Groceries,Unspecified
2025-06-26,Unspecified,194.91,Salary,Checking
2025-06-26,Monthly rent payment,4.58,Rent,Credit Card
2025-06-26,Water utility payment,-108.37,Utilities,Savings
2025-06-26,Concert ticket purchase,95.0,Entertainment,Checking
2025-06-26,Water utility payment,142.0,Utilities,Savings
2025-06-26,Amusement park visit,21.82,Rent,Checking
2025-06-26,Unspecified,132.81,Entertainment,Savings
2025-06-26,Landlord payment,322.87,Rent,Credit Card
2025-06-26,Electricity bill payment,37.62,Utilities,Savings
2025-06-26,Movie theater tickets,-494.59,Entertainment,Savings
2025-06-26,Payroll deposit,-177.55,Salary,Checking
2025-06-26,Wages direct deposit,173.0,Salary,Savings
2025-06-26,Food market transaction,230.27,Groceries,Credit Card
2025-06-26,Concert ticket purchase,491.71,Entertainment,Savings
2025-06-26,Freelance income,234.27,Salary,Credit Card
2025-06-26,Gas bill payment,90.06,Utilities,Credit Card
2025-06-26,Movie theater tickets,-223.44,Entertainment,Checking
2025-06-26,Convenience store purchase,-494.53,Groceries,Checking
2025-06-26,Water utility payment,1637.0,Utilities,Credit Card
2025-06-26,Monthly rent payment,387.51,Rent,Checking
2025-06-26,Payroll deposit,361.63,Unspecified,Unspecified
2025-06-26,Concert ticket purchase,257.1,Rent,Unspecified
2025-06-26,Apartment lease payment,-85.06,Rent,Credit Card
2025-06-26,Phone bill payment,-353.76,Unspecified,Checking
2025-06-26,Water utility payment,379.69,Utilities,Savings
2025-06-26,Electricity bill payment,369.36,Utilities,Checking
2025-06-26,Streaming service subscription,290.0,Entertainment,Credit Card
2025-06-26,Monthly rent payment,-313.47,Unspecified,Credit Card
2025-06-26,Electricity bill payment,249.26,Utilities,Savings
2025-06-26,Restaurant dining,402.0,Entertainment,Credit Card
2025-06-26,Freelance income,115.55,Salary,Checking
2025-06-26,Payroll deposit,404.69,Unspecified,Credit Card
2025-06-26,Restaurant dining,220.8,Entertainment,Checking
2025-06-26,Electricity bill payment,-230.0,Utilities,Savings
2025-06-26,Freelance income,319.4,Salary,Savings
2025-06-26,Employer paycheck,-446.17,Salary,Savings
2025-06-26,Weekly grocery run,376.0,Groceries,Savings
2025-06-26,Electricity bill payment,202.91,Utilities,Credit Card
2025-06-26,Concert ticket purchase,491.71,Entertainment,Savings
2025-06-26,Housing rent transfer,-277.85,Rent,Credit Card
2025-06-26,Water utility payment,162.05,Unspecified,Savings
2025-06-26,Concert ticket purchase,464.04,Entertainment,Savings
2025-06-26,Restaurant dining,33879.0,Entertainment,Unspecified
2025-06-26,Unspecified,469.94,Groceries,Savings
2025-06-26,Grocery store purchase,-273.34,Groceries,Savings
2025-06-26,Salary payment,-141.99,Salary,Credit Card
2025-06-26,Weekly grocery run,-437.88,Groceries,Savings
2025-06-26,Streaming service subscription,-246.9,Entertainment,Checking
2025-06-26,Apartment lease payment,-297.72,Rent,Credit Card
2025-06-26,Monthly rent payment,286.35,Rent,Savings
2025-06-26,Housing rent transfer,494.0,Rent,Savings
2025-06-27,Salary payment,-313.76,Salary,Credit Card
2025-06-27,Movie theater tickets,116.49,Unspecified,Savings
2025-06-27,Monthly rent payment,-413.15,Rent,Credit Card
2025-06-27,Payroll deposit,334.45,Salary,Savings
2025-06-27,Wages direct deposit,3901.0,Unspecified,Checking
2025-06-27,Landlord payment,-425.13,Unspecified,Savings
2025-06-27,Convenience store purchase,245.07,Unspecified,Savings
2025-06-27,Amusement park visit,-375.13,Entertainment,Credit Card
2025-06-27,Food market transaction,-200.27,Groceries,Savings
2025-06-27,Landlord payment,133.99,Rent,Credit Card
2025-06-27,Landlord payment,-119.67,Rent,Savings
2025-06-27,Weekly grocery run,475.23,Unspecified,Credit Card
2025-06-27,Salary payment,-458.88,Salary,Credit Card
2025-06-27,Gas bill payment,466.0,Utilities,Checking
2025-06-27,Wages direct deposit,-51.06,Salary,Checking
2025-06-27,Grocery store purchase,-197.02,Groceries,Checking
2025-06-27,Supermarket shopping,-339.71,Groceries,Checking
2025-06-27,Housing rent transfer,-421.3,Rent,Savings
2025-06-27,Landlord payment,128.28,Rent,Checking
2025-06-27,Movie theater tickets,44117.0,Entertainment,Savings
2025-06-27,Employer paycheck,55.98,Salary,Savings
2025-06-27,Wages direct deposit,228.47,Salary,Savings
2025-06-27,Convenience store purchase,-44938.0,Unspecified,Credit Card
2025-06-27,Food market transaction,344.24,Unspecified,Credit Card
2025-06-27,Internet service bill,-10.95,Utilities,Credit Card
2025-06-27,Salary payment,-353.01,Salary,Credit Card
2025-06-27,Streaming service subscription,491.4,Unspecified,Savings
2025-06-27,Phone bill payment,-156.78,Utilities,Savings
2025-06-27,Freelance income,-464.21,Salary,Credit Card
2025-06-27,Wages direct deposit,69.31,Salary,Checking
2025-06-27,Weekly grocery run,-28.52,Groceries,Checking
2025-06-27,Amusement park visit,62.38,Rent,Savings
2025-06-27,Amusement park visit,-257.34,Entertainment,Credit Card
2025-06-27,Water utility payment,495.0,Utilities,Credit Card
2025-06-27,Employer paycheck,-36496.0,Salary,Credit Card
2025-06-27,Electricity bill payment,28.0,Utilities,Savings
2025-06-27,Phone bill payment,-492.7,Utilities,Savings
2025-06-27,Supermarket shopping,-438.0,Groceries,Savings
2025-06-27,Salary payment,263.01,Salary,Checking
2025-06-27,Weekly grocery run,-440.24,Groceries,Savings
2025-06-27,Restaurant dining,-312.0,Entertainment,Checking
2025-06-27,Amusement park visit,148.77,Entertainment,Savings
2025-06-27,Wages direct deposit,279.78,Salary,Savings
2025-06-27,Apartment lease payment,479.82,Rent,Savings
2025-06-27,Housing rent transfer,393.0,Rent,Credit Card
2025-06-27,Movie theater tickets,458.52,Unspecified,Checking
2025-06-27,Concert ticket purchase,-129.57,Entertainment,Checking
2025-06-27,Phone bill payment,-240.4,Utilities,Checking
2025-06-27,Convenience store purchase,373.59,Groceries,Checking
2025-06-27,Freelance income,-335.41,Unspecified,Savings
2025-06-27,Supermarket shopping,90.3,Groceries,Credit Card
2025-06-27,Food market transaction,-273.62,Groceries,Checking
2025-06-27,Unspecified,-65.7,Rent,Credit Card
2025-06-27,Employer paycheck,199.34,Unspecified,Checking
2025-06-27,Food market transaction,292.01,Groceries,Savings
2025-06-27,Rental fee,-470.26,Rent,Checking
2025-06-27,Amusement park visit,-70.96,Unspecified,Unspecified
2025-06-27,Rental fee,15.93,Rent,Savings
2025-06-27,Concert ticket purchase,483.7,Entertainment,Checking
2025-06-27,Food market transaction,-273.62,Groceries,Checking
2025-06-27,Freelance income,458.61,Salary,Credit Card
2025-06-27,Concert ticket purchase,-2.04,Entertainment,Credit Card
2025-06-27,Gas bill payment,-204.46,Utilities,Checking
2025-06-27,Electricity bill payment,-238.86,Utilities,Savings
2025-06-27,Streaming service subscription,342.53,Entertainment,Savings
2025-06-27,Electricity bill payment,211.65,Utilities,Unspecified
2025-06-27,Convenience store purchase,-30.53,Groceries,Savings
2025-06-27,Unspecified,498.64,Unspecified,Checking
2025-06-27,Unspecified,-176.43,Rent,Unspecified
2025-06-27,Housing rent transfer,487.85,Rent,Checking
2025-06-27,Streaming service subscription,345.0,Entertainment,Checking
2025-06-27,Freelance income,-351.48,Salary,Savings
2025-06-27,Payroll deposit,-416.14,Salary,Credit Card
2025-06-27,Apartment lease payment,-496.75,Unspecified,Checking
2025-06-27,Salary payment,-211.7,Salary,Savings
2025-06-27,Unspecified,-20.56,Salary,Checking
2025-06-27,Grocery store purchase,475.58,Unspecified,Credit Card
2025-06-27,Landlord payment,492.4,Rent,Checking
2025-06-27,Freelance income,-264.71,Salary,Checking
2025-06-27,Convenience store purchase,-204.8,Groceries,Credit Card
2025-06-27,Water utility payment,152.52,Utilities,Savings
2025-06-27,Unspecified,347.3,Utilities,Savings
2025-06-27,Weekly grocery run,-29.6,Groceries,Checking
2025-06-27,Unspecified,-175.98,Unspecified,Checking
2025-06-27,Movie theater tickets,51.21,Entertainment,Savings
2025-06-27,Rental fee,388.0,Unspecified,Credit Card
2025-06-27,Amusement park visit,62.38,Rent,Savings
2025-06-27,Food market transaction,450.63,Groceries,Savings
2025-06-27,Restaurant dining,-99.72,Entertainment,Checking
2025-06-27,Internet service bill,476.78,Utilities,Checking
2025-06-27,Monthly rent payment,207.84,Rent,Savings
2025-06-27,Gas bill payment,-3.16,Utilities,Credit Card
2025-06-27,Salary payment,-380.54,Salary,Credit Card
2025-06-27,Gas bill payment,289.41,Utilities,Savings
2025-06-27,Salary payment,-353.88,Salary,Checking
2025-06-27,Concert ticket purchase,354.33,Entertainment,Unspecified
2025-06-27,Grocery store purchase,386.0,Groceries,Credit Card
2025-06-27,Restaurant dining,46.13,Entertainment,Savings
2025-06-27,Landlord payment,64.16,Rent,Checking
2025-06-27,Rental fee,-296.81,Unspecified,Unspecified
2025-06-27,Water utility payment,449.78,Utilities,Credit Card
2025-06-27,Electricity bill payment,-144.79,Unspecified,Checking
2025-06-27,Unspecified,230.73,Groceries,Credit Card
2025-06-27,Gas bill payment,411.64,Unspecified,Checking
2025-06-27,Weekly grocery run,78.78,Unspecified,Checking
2025-06-27,Concert ticket purchase,173.04,Entertainment,Savings
2025-06-27,Amusement park visit,302.82,Unspecified,Savings
2025-06-27,Freelance income,-457.69,Unspecified,Credit Card
2025-06-27,Weekly grocery run,68.7,Groceries,Savings
2025-06-27,Electricity bill payment,13.21,Utilities,Savings
2025-06-27,Electricity bill payment,408.83,Utilities,Savings
2025-06-27,Weekly grocery run,-262.26,Unspecified,Credit Card
2025-06-27,Wages direct deposit,290.65,Salary,Checking
2025-06-27,Rental fee,-470.26,Rent,Checking
2025-06-27,Gas bill payment,-329.74,Utilities,Savings
2025-06-27,Food market transaction,450.63,Groceries,Savings
2025-06-27,Freelance income,-335.41,Unspecified,Savings
2025-06-27,Restaurant dining,451.51,Entertainment,Savings
2025-06-27,Monthly rent payment,-196.13,Unspecified,Checking
2025-06-27,Internet service bill,-152.99,Unspecified,Credit Card
2025-06-27,Grocery store purchase,-262.97,Groceries,Checking
2025-06-27,Freelance income,-224.89,Unspecified,Credit Card
2025-06-27,Amusement park visit,-381.85,Entertainment,Credit Card
2025-06-27,Landlord payment,-252.51,Rent,Savings
2025-06-27,Restaurant dining,-278.34,Entertainment,Credit Card
2025-06-27,Unspecified,339.0,Rent,Savings
2025-06-27,Salary payment,202.15,Salary,Savings
2025-06-27,Food market transaction,-116.58,Groceries,Credit Card
2025-06-27,Weekly grocery run,155.28,Groceries,Unspecified
2025-06-27,Streaming service subscription,-304.31,Entertainment,Checking
2025-06-27,Monthly rent payment,93.52,Rent,Checking
2025-06-27,Housing rent transfer,-356.21,Rent,Checking
2025-06-27,Concert ticket purchase,483.7,Entertainment,Checking
2025-06-27,Movie theater tickets,51.21,Entertainment,Savings
2025-06-27,Rental fee,229.98,Unspecified,Checking
2025-06-27,Streaming service subscription,-401.12,Entertainment,Checking
2025-06-27,Apartment lease payment,-469.77,Unspecified,Credit Card
2025-06-27,Employer paycheck,483.15,Salary,Savings
2025-06-27,Housing rent transfer,61.45,Rent,Checking
2025-06-27,Supermarket shopping,-354.54,Groceries,Credit Card
2025-06-27,Electricity bill payment,362.62,Utilities,Credit Card
2025-06-27,Employer paycheck,355.2,Salary,Checking
2025-06-27,Restaurant dining,141.0,Entertainment,Checking
2025-06-27,Payroll deposit,-426.06,Salary,Savings
2025-06-27,Wages direct deposit,337.0,Salary,Checking
2025-06-27,Streaming service subscription,-304.31,Entertainment,Checking
2025-06-27,Convenience store purchase,40.54,Groceries,Checking
2025-06-27,Amusement park visit,289.63,Entertainment,Credit Card
2025-06-27,Housing rent transfer,-79.54,Unspecified,Savings
2025-06-27,Weekly grocery run,-225.52,Groceries,Credit Card
2025-06-27,Weekly grocery run,-99.17,Groceries,Credit Card
2025-06-27,Wages direct deposit,412.6,Salary,Credit Card
2025-06-27,Gas bill payment,-232.28,Utilities,Savings
2025-06-27,Freelance income,-40.0,Salary,Credit Card
2025-06-27,Weekly grocery run,281.0,Groceries,Unspecified
2025-06-27,Housing rent transfer,138.84,Unspecified,Checking
2025-06-27,Internet service bill,-81.53,Utilities,Credit Card
2025-06-27,Restaurant dining,469.2,Entertainment,Savings
2025-06-27,Freelance income,-40.0,Salary,Credit Card
2025-06-27,Weekly grocery run,437.0,Unspecified,Checking
2025-06-27,Landlord payment,257.28,Rent,Credit Card
2025-06-27,Restaurant dining,83.52,Rent,Savings
2025-06-27,Housing rent transfer,-288.98,Rent,Credit Card
2025-06-27,Streaming service subscription,-36845.0,Entertainment,Checking
2025-06-27,Movie theater tickets,-264.0,Entertainment,Checking
2025-06-27,Phone bill payment,349.0,Utilities,Credit Card
